英文,中文
japan_(hetalia),日本(hetalia)
japanese_crested_ibis_(kemono_friends),日本朱鹮
javelin_(azur_lane),标枪（蓝线）
jean_(genshin_impact),吉恩（genshin撞击）
jean_bart_(azur_lane),吉恩·巴特（蓝色巷）
jean_pierre_polnareff,让·皮埃尔·波尔纳列夫
jeanne_d'arc_(alter)_(fate),贞德（改变）（命运）
jeanne_d'arc_(alter_swimsuit_berserker)_(fate),贞德（改变泳装狂战士）（命运）
jeanne_d'arc_(fate),贞德（命运）
jeanne_d'arc_(fate/apocrypha),圣女贞德（命运/伪经）
jeanne_d'arc_(granblue_fantasy),贞德（格兰蓝幻想）
jeanne_d'arc_(swimsuit_archer)_(fate),贞德（泳装射手）（命运）
jeanne_d'arc_alter_santa_lily_(fate),圣女贞德改变圣诞百合（命运）
jervis_(kancolle),杰维斯(kancolle)
jessica_albert,杰西卡·艾伯特
jessie_(pokemon),杰西(口袋妖怪)
jibril_(no_game_no_life),Jibril（没有游戏就没有生活）
jigglypuff,jigglypuff
jill_stingray,吉尔黄貂鱼
jill_valentine,吉尔瓦伦丁
jin_kisaragi,金kisaragi
jingei_(kancolle),jingei (kancolle)
jintsuu_(kancolle),jintsuu (kancolle)
jinx_(league_of_legends),Jinx（英雄联盟）
jirou_kyouka,jirou kyouka
johnny_joestar,约翰尼joestar
johnston_(kancolle),约翰斯顿(kancolle)
jonathan_joestar,乔纳森joestar
joseph_joestar,约瑟夫joestar
joseph_joestar_(old),约瑟夫·乔斯塔（老）
joseph_joestar_(young),约瑟夫·乔斯塔（杨）
jouga_maya,jouga玛雅
jougasaki_mika,jougasaki米卡
jougasaki_rika,jougasaki莉香
joutouguu_mayumi,joutouguu迈乌米
jude_mathis,裘德马修斯
judith_(tales),朱迪思(故事)
jumpy_dumpty,神经兮兮的蛋壳
jun'you_(kancolle),小君你(kancolle)
junketsu,junketsu
junko_(touhou),junko (touhou)
justice_(helltaker),正义(helltaker)
kaban_(kemono_friends),Kaban （kemono friends）
kaburagi_t._kotetsu,Kaburagi t. kotetsu
kadotani_anzu,kadotani anzu
kaenbyou_rin,kaenbyou rin
kaenbyou_rin_(cat),Kaenbyou rin（猫）
kaeya_(genshin_impact),Kaeya（源心撞击）
kafuu_chino,kafuu斜纹棉布裤
kaga_(azur_lane),加贺（蓝巷）
kaga_(kancolle),kaga (kancolle)
kagamihara_nadeshiko,kagamihara抚子
kagamine_len,kagamine len
kagamine_rin,kagamine rin
kagari_atsuko,"kagari明子,"
kagerou_(kancolle),kagerou (kancolle)
kagiyama_hina,kagiyama希娜
kagura_(gintama),kagura (gintama)
kagurazaka_asuna,神乐asuna
kaguya_luna,月亮月亮
kaidou_minami,kaidou南
kaine_(nier),凯恩(尼尔)
kaiou_michiru,kaiou样子
kairi_(kingdom_hearts),Kairi（王国之心）
kaito_(vocaloid),kaito (vocaloid)
kaizuka_inaho,kaizuka inaho
kako_(kancolle),kako (kancolle)
kaku_seiga,kaku seiga
kakyoin_noriaki,kakyoin平
kal'tsit_(arknights),kal 'tsit (arknights)
kalina_(girls'_frontline),Kalina（女孩前线）
kallen_stadtfeld,kallen stadtfeld
kama_(fate),爱神(命运)
kamado_nezuko,kamado nezuko
kamado_tanjirou,kamado tanjirou
kamijou_touma,kamijou touma
kamikaze_(kancolle),神风特攻队(kancolle)
kamikita_komari,kamikita komari
kamina_(ttgl),kamina (ttgl)
kamio_misuzu,kamio美铃
kamio_reiji_(yua),神尾灵司（元）
kamisato_ayaka,kamisato绚香
kamishirasawa_keine,kamishirasawa keine
kamiya_nao,kamiya nao
kamoi_(kancolle),kamoi (kancolle)
kamui_gakupo,决心消散gakupo
kamukura_izuru,kamukura izuru
kan'u_unchou,菅直人'u unchou
kaname_madoka,小要阿圆
kanaria,kanaria
kanbaru_suruga,kanbaru骏
kaneki_ken,kaneki肯
kanna_kamui,kanna决心消散
kano_shuuya,卡诺shuuya
kanon_(umineko),华音(umineko)
kanroji_mitsuri,kanroji mitsuri
kanzaki_ranko,kanzaki ranko
kanzuki_karin,kanzuki卡琳
kar98k_(girls'_frontline),Kar98k（女孩前线）
karin_(blue_archive),卡琳（蓝色档案）
karina_lyle,卡琳娜莱尔
kariya_masaki,卡利亚正树
karna_(fate),他们(命运)
kars_(jojo),卡尔斯(乔乔)
karyl_(princess_connect!),卡里尔（公主连接！）
kasaki_nozomi,kasaki nozomi
kasane_teto,kasane teto
kashima_(kancolle),鹿岛(kancolle)
kashino_(azur_lane),鹿野（蓝巷）
kashiwazaki_sena,柏崎塞纳
kashuu_kiyomitsu,kashuu kiyomitsu
kasodani_kyouko,kasodani kyouko
kasuga_ayumu,kasuga ayumu
kasuga_maru_(kancolle),Kasuga maru （kancolle）
kasugano_sakura,kasugano樱花
kasumi_(doa),霞公主(doa)
kasumi_(kancolle),霞公主(kancolle)
kasumigaoka_utaha,kasumigaoka utaha
katagiri_sanae,片瞳高市早
katarina_(league_of_legends),卡塔琳娜（英雄联盟）
katori_(kancolle),途中(kancolle)
katou_asuka,katou阿苏卡
katou_megumi,katou而
katsuki_yuuri,katsuki yuuri
katsura_hinagiku,桂太郎hinagiku
katsuragi_(kancolle),katsuragi (kancolle)
katsuragi_misato,她也陆陆续续
katsushika_hokusai_(fate),葛饰北斋（命运）
katyusha_(girls_und_panzer),喀秋莎（女孩和坦克）
kawakami_mai,川上麦
kawakaze_(kancolle),kawakaze (kancolle)
kawashima_ami,川岛ami
kawashima_momo,川岛莫莫
kawashiro_nitori,kawashiro宜得利
kay_(girls_und_panzer),凯（女孩和坦克）
kayneth_el-melloi_archibald,kenneth el-melloi Archibald
kazagumo_(kancolle),kazagumo (kancolle)
kazama_asuka,kazama阿苏卡
kazami_yuuka,kazami yuuka
kazami_yuuka_(pc-98),Kazami yuuka （pc-98）
kazanari_tsubasa,kazanari翼·年代记
kazano_hiori,kazano hiori
kazemaru_ichirouta,kazemaru ichirouta
keebo,keebo
keith_goodman,基思·古德曼
kemomimi-chan_(naga_u),Kemomimi-chan （naga u）
ken_masters,肯大师
kenzaki_makoto,kenzaki makoto
keqing_(genshin_impact),柯庆（根信冲击）
kero,煤油
kiana_kaslana,齐亚娜kaslana
kicchou_yachie,kicchou yachie
kido_tsubomi,kido tsubomi
kijin_seija,kijin seija
kiki,琪琪
kikuchi_makoto,菊池makoto
kikuzuki_(kancolle),kikuzuki (kancolle)
king_hassan_(fate),哈桑国王（命运）
kino_(kino_no_tabi),Kino （Kino no tabi）
kino_makoto,吉纳makoto
kinomoto_sakura,kinomoto樱花
kinu_(kancolle),位kinu (kancolle)
kinugasa_(kancolle),kinugasa (kancolle)
kira_yoshikage,基拉yoshikage
kirby,科比
kirigaya_suguha,kirigaya suguha
kirigiri_kyouko,kirigiri kyouko
kirijou_mitsuru,kirijou mitsuru
kirima_sharo,kirima sharo
kirin_(armor),麒麟(甲)
kirino_ranmaru,kirino ranmaru
kirisame_marisa,kirisame玛丽莎
kirishima_(kancolle),kirishima (kancolle)
kirishima_touka,kirishima touka
kirito,kirito
kirito_(sao-ggo),kirito (sao-ggo)
kiriya_aoi,kiriya苍老师
kiryu_coco,kiryu可可
kiryuuin_satsuki,kiryuuin五月
kisaragi_(azur_lane),木萨拉木（蓝色巷）
kisaragi_(kancolle),kisaragi (kancolle)
kisaragi_chihaya,kisaragi chihaya
kisaragi_momo,kisaragi莫莫
kisaragi_shintarou,kisaragi shintarou
kise_yayoi,kise弥生
kishibe_rohan,kishibe罗翰
kishin_sagume,kishin sagume
kishinami_(kancolle),kishinami (kancolle)
kishinami_hakuno_(female),岸见白野（女）
kiso_(kancolle),孩子(kancolle)
kiss-shot_acerola-orion_heart-under-blade,吻射针叶-猎户座心形叶片下
kisume,kisume
kitakami_(kancolle),北上川北侧(kancolle)
kitashirakawa_chiyuri,kitashirakawa chiyuri
kitashirakawa_tamako,kitashirakawa tamako
kitazawa_shiho,北泽俊美可以
kitten_(gravity_daze),小猫（重力眩晕）
kiyohime_(fate),kiyohime(命运)
kiyohime_(swimsuit_lancer)_(fate),清姬（泳装骑士）（命运）
kiyoshimo_(kancolle),kiyoshimo (kancolle)
kizuna_ai,kizuna人造人工智能
kizuna_akari,kizuna人造akari
klan_klein,三k党克莱因
klee_(genshin_impact),克利（genshin冲击）
kneesocks_(psg),kneesocks (psg)
koakuma,koakuma
kobayakawa_rinko,kobayakawa高良健吾
kobayakawa_sae,kobayakawa sae
kobayakawa_yutaka,kobayakawa yutaka
kobayashi_(maidragon),小林(maidragon)
kochiya_sanae,kochiya高市早
kochou_shinobu,kochou shinobu
kogitsunemaru,kogitsunemaru
kohaku_(tsukihime),琥珀(月姬)
kohinata_miho,kohinata miho
kohinata_miku,kohinata miku
koizumi_hanayo,小泉hanayo
koizumi_itsuki,小泉itsuki
koizumi_itsuki_(female),小泉纯一郎（女）
kokkoro_(princess_connect!),Kokkoro（公主连接！）
kokonoe_rin,kokonoe rin
komaeda_nagito,komaeda nagito
komaki_manaka,manaka小牧市
komano_aunn,komano aunn
komeiji_koishi,komeiji koishi
komeiji_satori,禅悟komeiji
komi_shouko,科米shouko
kondou_taeko,kondou妙子
kongou_(aoki_hagane_no_arpeggio),空口（青木无琶音）
kongou_(kancolle),kongou (kancolle)
konjiki_no_yami,Konjiki no yami
konno_junko,konno junko
konpaku_youki,konpaku youki
konpaku_youmu,konpaku youmu
konpaku_youmu_(ghost),鬼（鬼）
kooh,kooh
korra,蔻
kos-mos,武器
koshimizu_sachiko,koshimizu sachiko
kotegawa_yui,小手川大助yui
kotobuki_tsumugi,kotobuki绵绸
kotomine_kirei,kotomine kirei
kotonoha_akane,kotonoha akane
kotonoha_aoi,kotonoha苍老师
kousaka_honoka,kousaka honoka
kousaka_kirino,kousaka kirino
kousaka_kyousuke,kousaka恭介
kousaka_reina,kousaka雷纳
kousaka_tamaki,kousaka玉城丹尼
koyama_yuzu,小山柚子
koyanskaya_(fate),koyanskaya(命运)
kozakura_marry,她成功嫁给
kris_(pokemon),克丽丝(口袋妖怪)
kuchiki_rukia,kuchiki rukia
kudamaki_tsukasa,村上司kudamaki对于
kuga_natsuki,kuga natsuki
kugisaki_nobara,kugisaki nobara
kujikawa_rise,kujikawa上升
kujo_jolyne,kujo jolyne
kujo_jotaro,kujo jotaro
kujou_karen,kujou凯伦
kujou_sara,kujou莎拉
kula_diamond,库拉钻石
kuma_(kancolle),kuma (kancolle)
kuma_(persona_4),隈研吾（角色4）
kumada_masaru,kumada学者
kumano_(kancolle),熊野(kancolle)
kumoi_ichirin,kumoi ichirin
kunikida_hanamaru,kunikida hanamaru
kuradoberi_jam,kuradoberi果酱
kureiji_ollie,kureiji奥利
kuriyama_mirai,栗山mirai
kurodani_yamame,kurodani yamame
kuroka_(high_school_dxd),黑冈（高中dxd）
kurokawa_eren,kurokawa eren
kuroki_tomoko,是kuroki tomoko
kurokoma_saki,kurokoma日本米酒
kurosaki_ichigo,kurosaki草莓
kurosawa_dia,黑泽明dia
kurosawa_ruby,黑泽明红宝石
kuroshio_(kancolle),黑潮(kancolle)
kuroyukihime,kuroyukihime
kurugaya_yuiko,kurugaya yuiko
kurumi_erika,kurumi艾丽卡
kururugi_suzaku,kururugi suzaku望远镜
kusakabe_misao,kusakabe misao
kusanagi_motoko,草剃motoko
kushieda_minori,kushieda minori
kusugawa_sasara,kusugawa sasara
kuwayama_chiyuki,kuwayama chiyuki
ky_kiske,肯塔基州kiske
kyon,空也
kyonko,kyonko
kyouka_(princess_connect!),kyoka（公主连接！）
kyubey,kyubey
laffey_(azur_lane),Laffey （azur lane）
lala_satalin_deviluke,拉拉，撒旦恶魔
lalafell,lalafell
lambda-11,lambda-11
lambdadelta,lambdadelta
lana_(pokemon),拉娜(口袋妖怪)
lance_(pokemon),兰斯(口袋妖怪)
lancelot_(fate/grand_order),兰斯洛特（命运/大秩序）
lappland_(arknights),拉(arknights)
lapras,lapras
last_order_(toaru_majutsu_no_index),最后一单（toaru majutsu无索引）
laura_bodewig,劳拉bodewig
lavinia_whateley_(fate),拉维尼娅·沃特利（命运）
le_malin_(azur_lane),Le malin（蓝色巷）
leaf_(pokemon),叶(口袋妖怪)
leafa,leafa
leafeon,leafeon
lei_lei,lei lei
lelouch_lamperouge,勒鲁什lamperouge
len_(tsukihime),len(月姬)
lenna_charlotte_tycoon,蕾娜·夏洛特大亨
leo_(fire_emblem),狮子座（火徽）
leon_(pokemon),莱昂(口袋妖怪)
leona_heidern,利昂娜heidern
leonardo_da_vinci_(fate),达芬奇（命运）
leonardo_da_vinci_(rider)_(fate),达·芬奇（骑手）（命运）
leone_abbacchio,里昂abbacchio
letty_whiterock,莱蒂whiterock
levi_(shingeki_no_kyojin),李维（shingeki no kyojin）
lexington_(warship_girls_r),列克星敦（军舰女郎）
libeccio_(kancolle),西南风(kancolle)
lightning_farron,闪电伦
lili_(tekken),丽丽(铁拳)
lilith_aensland,莉莉丝aensland
lillie_(pokemon),莉莉·(口袋妖怪)
lily_black,莉莉的黑色
lily_white,纯白的
lina_inverse,莉娜逆
link,链接
lio_fotia,利奥fotia
lion_(kemono_friends),狮子（kemono的朋友）
lisa_(genshin_impact),Lisa （genshin撞击）
lisa_lisa,丽莎丽莎
lisbeth,莉丝贝
litten,闪亮的
little_boy_admiral_(kancolle),小男孩海军上将（坎科尔）
little_red_riding_hood_(grimm),小红帽（格林）
littorio_(kancolle),littorio (kancolle)
lize_helesta,lize helesta
lord_el-melloi_ii,埃尔-梅洛二世勋爵
lord_knight_(ragnarok_online),骑士大人（诸神黄昏在线版）
louise_francoise_le_blanc_de_la_valliere,露易丝·弗朗索瓦丝·白瓦利埃
lucario,lucario
lucas_(pokemon),卢卡斯(口袋妖怪)
lucifer_(helltaker),路西法(helltaker)
lucina_(fire_emblem),露西娜（火焰徽章）
lucky_beast_(kemono_friends),幸运的野兽（kemono的朋友）
lucoa_(maidragon),lucoa (maidragon)
lucy_heartfilia,露西heartfilia
luigi,路易吉
lulu_(league_of_legends),露露（英雄联盟）
lum,亮度
luma_(mario),亮度(马里奥)
lumine_(genshin_impact),Lumine （genshin impact）
luna_child,月亮的孩子
lunamaria_hawke,lunamaria·霍克
lunasa_prismriver,lunasa prismriver
luo_tianyi,罗天怡
lusamine_(pokemon),lusamine(口袋妖怪)
lux_(league_of_legends),力士（英雄联盟）
lyn_(fire_emblem),林恩（火焰徽章）
lynette_bishop,lynette主教
lyra_(pokemon),莱拉(口袋妖怪)
lyria_(granblue_fantasy),Lyria （granblue fantasy）
lyrica_prismriver,普瑞巴林prismriver
lysithea_von_ordelia,莉西娅·冯·奥德莉娅
m4_sopmod_ii_(girls'_frontline),M4 sopmod ii（女孩前线）
m4a1_(girls'_frontline),M4a1（女童前线）
m16a1_(girls'_frontline),M16a1（女生前线）
m200_(girls'_frontline),M200（女生前线）
madotsuki,madotsuki
maebara_keiichi,maebara keiichi
maekawa_miku,前川miku
magical_ruby,神奇的红宝石
mai_natsume,梅写到
maikaze_(kancolle),maikaze (kancolle)
maizono_sayaka,maizono麻子
majin_android_21,Majin android 21
maka_albarn,马卡albarn的
makaino_ririmu,makaino ririmu
makigumo_(kancolle),makigumo (kancolle)
makima_(chainsaw_man),真岛（电锯男）
makinami_mari_illustrious,Makinami mari辉煌
makise_kurisu,makise kurisu
makoto_(street_fighter),Makoto（街头霸王）
makoto_nanaya,makoto七夜
mallow_(pokemon),锦葵(口袋妖怪)
mamiya_(kancolle),玛米亚(kancolle)
manabe_nodoka,manabe nodoka
manjuu_(azur_lane),满洲（蓝巷）
mankanshoku_mako,mankanshoku尖吻鲭鲨
manya_(dq4),马尼亚(dq4)
maou_(maoyuu),maou (maoyuu)
maria_cadenzavna_eve,玛丽亚·卡登扎夫娜
marianne_von_edmund,玛丽安·冯·埃德蒙
maribel_hearn,马里赫恩
marie_(girls_und_panzer),玛丽（女孩和坦克）
marie_(splatoon),玛丽(splatoon)
marie_antoinette_(fate),玛丽·安托瓦内特（命运）
marie_rose,玛丽玫瑰
marina_(splatoon),玛丽娜(splatoon)
mario,马里奥
marnie_(pokemon),玛尼(口袋妖怪)
marth_(fire_emblem),火星（火焰标志）
martha_(fate),玛莎(命运)
maru-yu_(kancolle),maru-yu (kancolle)
maruyama_aya,maruyama阿雅
mary_(ib),玛丽(ib)
mash_kyrielight,土豆泥kyrielight
mash_kyrielight_(dangerous_beast),Mash kyrielight（危险的野兽）
mash_kyrielight_(swimsuit_of_perpetual_summer),Mash kyrielight（永久夏季泳衣）
master_3_(housamo),大师3 （housamo）
matara_okina,棕色的海豹皮okina
matoba_risa,matoba risa
matoi_(pso2),matoi (pso2)
matoi_ryuuko,matoi ryuuko
matou_kariya,那里卡利亚
matou_sakura,那里樱花
matsubara_kanon,松原加隆
matsukaze_tenma,matsukaze天马
matsumoto_rangiku,松本rangiku
matsuno_choromatsu,matsuno choromatsu
matsuno_ichimatsu,matsuno ichimatsu
matsuno_jyushimatsu,matsuno jyushimatsu
matsuno_karamatsu,matsuno karamatsu
matsuno_osomatsu,matsuno osomatsu
matsuno_todomatsu,matsuno todomatsu
matsuura_kanan,松浦kanan
matsuwa_(kancolle),matsuwa (kancolle)
may_(guilty_gear),五月（内疚的齿轮）
may_(pokemon),可能(口袋妖怪)
maya_(kancolle),玛雅(kancolle)
mayano_top_gun_(umamusume),Mayano top gun （umamusome）
mayuzumi_fuyuko,mayuzumi fuyuko
me-tan,me-tan
medb_(fate),medb(命运)
medea_(fate),美狄亚(命运)
medicine_melancholy,医学的忧郁
medjed_(fate),medjed(命运)
medusa_(fate),美杜莎(命运)
medusa_(lancer)_(fate),美杜莎（长矛手）（命运）
medusa_(rider)_(fate),美杜莎（骑士）（命运）
meer_campbell,米尔坎贝尔
mega_man_(character),洛克人（角色）
megumin,megumin
megurine_luka,megurine卢卡
mei_(overwatch),梅(看守)
meiko,名幸
mejiro_mcqueen_(umamusume),麦昆美次郎（umamusme）
meltryllis_(fate),meltryllis(命运)
meltryllis_(swimsuit_lancer)_(fate),Meltryllis（泳装骑兵）（命运）
meowth,喵喵
mercy_(overwatch),慈悲(看守)
merlin_(fate),梅林(命运)
merlin_prismriver,梅林prismriver
meta_knight,元的骑士
metroid_(creature),银河战士(生物)
mew,关进笼子
mewtwo,mewtwo
mia_(fire_emblem),米娅（火焰徽章）
micaiah_(fire_emblem),米该雅（火焰徽章）
michishio_(kancolle),michishio (kancolle)
midare_toushirou,midare toushirou
midna,midna
midorikawa_nao,midorikawa nao
midoriya_izuku,midoriya izuku
midway_princess,中途公主
mifune_miyu,三miyu
mihono_bourbon_(umamusume),米霍诺波旁威士忌（umumumum）
miia_(monster_musume),Miia（怪物博物馆）
mika_(girls_und_panzer),米卡（女孩和坦克）
mikasa_ackerman,mikasa阿克曼
mikazuki_(kancolle),美朔(kancolle)
mikazuki_munechika,美朔munechika
mikazuki_yozora,美朔yozora
miki_sayaka,杨爱瑾麻子
mikisugi_aikurou,mikisugi aikurou
mikko_(girls_und_panzer),米科（女孩和坦克）
mikuma_(kancolle),mikuma (kancolle)
mikumo_guynemer,mikumo guynemer
milfeulle_sakuraba,milfeulle sakuraba
milla_maxwell,米拉麦克斯韦
millia_rage,亲手愤怒
mima_(touhou),米玛(touhou)
mimikyu,mimikyu
mimura_kanako,高速列车上mimura
minami_kotori,可是南
minamino_kanade,minamino金
minamoto_no_raikou_(fate),Minamoto no raikou（命运）
minamoto_no_raikou_(swimsuit_lancer)_(fate),Minamoto no raikou（泳装骑兵）（命运）
minamoto_sakura,源氏樱花
minase_akiko,minase作者
minase_iori,minase八神庵
minase_nayuki,minase nayuki
minato_aqua,minato aqua
minato_yukina,minato yukina
minazuki_(kancolle),minazuki (kancolle)
minazuki_karen,minazuki凯伦
minegumo_(kancolle),minegumo (kancolle)
minna-dietlinde_wilcke,minna-dietlinde证明
mioda_ibuki,mioda ibuki
miqo'te,miqo 'te
mirko,米尔科
misaka_imouto,misaka imouto
misaka_mikoto,misaka mikoto
mishaguji,mishaguji
miss_cloud,云小姐
misty_(pokemon),雾(口袋妖怪)
misumi_nagisa,三角渚
mitake_ran,mitake跑
mithra_(ff11),密特拉(ff11)
miura_azusa,三浦的阿
miyafuji_yoshika,miyafuji yoshika
miyako_(hidamari_sketch),宫子（hidamari素描）
miyako_yoshika,宫古岛yoshika
miyamizu_mitsuha,miyamizu mitsuha
miyamoto_frederica,宫本茂弗雷德里卡
miyamoto_musashi_(fate),宫本武藏（命运）
miyamoto_musashi_(swimsuit_berserker)_(fate),宫本武藏（泳装狂战士）（命运）
miyanaga_saki,miyanaga日本米酒
miyu_edelfelt,miyu edelfelt
miyuki_(kancolle),鸠山幸(kancolle)
mizuhashi_parsee,mizuhashi帕西人
mizuho_(kancolle),瑞穗(kancolle)
mizunashi_akari,mizunashi akari
mizuno_ai,美津浓人工智能
mizuno_ami,美津浓ami
mizutani_eri,弘水谷蓖麻
mochizuki_(kancolle),mochizuki (kancolle)
mochizuki_anna,mochizuki安娜
modeus_(helltaker),modeus (helltaker)
mogami_(kancolle),mogami (kancolle)
mogami_shizuka,mogami静香
mohammed_avdol,穆罕默德avdol
momo_velia_deviluke,Momo velia deviluke
momoe_nagisa,momoe渚
momosuzu_nene,momosuzu nene
momota_kaito,momota kaito
momozono_love,momozono爱
mona_(genshin_impact),莫娜（源心撞击）
monika_(doki_doki_literature_club),莫妮卡（doki doki文学俱乐部）
monkey_d._luffy,猴子d.路飞
monokuma,monokuma
monomi_(danganronpa),monomi (danganronpa)
mononobe_no_futo,monobe no futo
monster_hunter_(character),怪物猎人（角色）
moogle,moogle
moona_hoshinova,moona hoshinova
moose_(kemono_friends),驼鹿（kemono的朋友）
mordred_(fate),莫德雷德(命运)
mordred_(fate/apocrypha),莫德雷德(命运/伪经)
mordred_(swimsuit_rider)_(fate),莫德雷德（泳装骑士）（命运）
morgan_le_fay_(fate),Morgan le fay（命运）
morgana_(persona_5),莫嘉娜（角色5）
morgiana,莫吉安娜
mori_calliope,mori卡
morichika_rinnosuke,morichika rinnosuke
morikubo_nono,morikubo禁忌
morinaka_kazaki,morinaka kazaki
morino_rinze,森野rinze
morishima_haruka,morishima haruka
moriya_suwako,守屋suwako
moroboshi_kirari,moroboshi kirari
morpeko,morpeko
morpeko_(full),morpeko(全)
morrigan_aensland,morrigan aensland
mostima_(arknights),mostima (arknights)
motoori_kosuzu,motoori kosuzu
mudkip,mudkip
mudrock_(arknights),泥岩(arknights)
mukai_takumi,向井亚纪takumi
mukaido_manaka,mukaido manaka
mumei_(kabaneri),mumei (kabaneri)
muppo,muppo
murakumo_(kancolle),murakumo (kancolle)
murasa_minamitsu,murasa minamitsu
murasaki_shikibu_(fate),Murasaki shikibu（命运）
murasaki_shion,紫衣诗音
murasame_(kancolle),murasame (kancolle)
murata_himeko,日本村田公司姬子
musashi_(kancolle),武藏(kancolle)
mutsu_(kancolle),mutsu (kancolle)
mutsuki_(kancolle),mutsuki (kancolle)
myoudouin_itsuki,myoudouin itsuki
myoukou_(kancolle),myoukou (kancolle)
mysterious_heroine_x_(alter)_(fate),神秘女主x（改变）（命运）
mysterious_heroine_x_(fate),神秘女主x（命运）
mysterious_heroine_xx_(fate),神秘女主xx（命运）
mystia_lorelei,mystia罗蕾莱
mythra_(xenoblade),mythra (xenoblade)
n_(pokemon),n(口袋妖怪)
nachi_(kancolle),那智(kancolle)
nadia_la_arwall,Nadia la arwall
naegi_makoto,naegi makoto
nagae_iku,卡iku
naganami_(kancolle),naganami (kancolle)
naganohara_mio,naganohara绪
nagara_(kancolle),都城(kancolle)
nagato_(azur_lane),长门（蓝巷）
nagato_(kancolle),nagato (kancolle)
nagato_yuki,nagato雪
nagatoro_hayase,nagatoro hayase
nagatsuki_(kancolle),nagatsuki (kancolle)
nagi_(kannagi),nagi (kannagi)
nagisa_kaworu,nagisa kaworu
naka_(kancolle),纳卡(kancolle)
nakagawa_natsuki,中川natsuki
nakano_azusa,nakano阿
nakano_ichika,nakano ichika
nakano_itsuki,nakano itsuki
nakano_miku,nakano miku
nakano_nino,nakano尼诺
nakano_yotsuba,nakano yotsuba
nakiri_ayame,nakiri ayame
nakoruru,nakoruru
namazuo_toushirou,namazuo toushirou
nami_(one_piece),Nami（一件）
nana_asta_deviluke,娜娜是个魔鬼
nanachi_(made_in_abyss),Nanachi（深渊制造）
nanami_chiaki,nanami chiaki
nanao_yuriko,nanao百合子
nanasaki_ai,nanasaki人工智能
nanashi_mumei,nanashi mumei
nao_(mabinogi),nao(洛奇)
naoe_riki,naoe riki
naomi_(girls_und_panzer),娜奥米（女孩和坦克）
napoleon_bonaparte_(fate),拿破仑·波拿巴（命运）
narancia_ghirga,narancia ghirga
narmaya_(granblue_fantasy),Narmaya（格兰蓝幻想）
narukami_yuu,narukami渡濑
natalia_(idolmaster),纳塔莉亚(idolmaster)
nate_(pokemon),内特(口袋妖怪)
natori_(kancolle),名(kancolle)
natori_sana,名萨那
natsu_megumi,natsu而
natsuiro_matsuri,natsuiro橱柜
natsuki_(doki_doki_literature_club),Natsuki （doki doki文学俱乐部）
natsuki_subaru,natsuki斯巴鲁
natsume_kyousuke,写到恭介
natsume_rin,写到rin
nazrin,nazrin
negev_(girls'_frontline),内盖夫（女童前线）
nekomata_okayu,nekomata okayu
nekomiya_hinata,nekomiya hinata
nekomusume,nekomusume
nekomusume_(gegege_no_kitarou_6),Nekomusume （gegege no kitarou 6）
nelson_(kancolle),纳尔逊(kancolle)
nemoto_hina,nemoto希娜
nenohi_(kancolle),nenohi (kancolle)
neo_politan,neo politan
nepgear,nepgear
neptune_(neptune_series),海王星（海王星系列）
nero_claudius_(bride)_(fate),尼禄·克劳迪斯（新娘）（命运）
nero_claudius_(fate),尼禄·克劳狄亚斯（命运）
nero_claudius_(fate/extra),尼禄·克劳迪斯（命运/额外）
nero_claudius_(swimsuit_caster)_(fate),尼禄·克劳迪斯（泳衣施法者）（命运）
ness_(mother_2),Ness（母亲2）
nessa_(pokemon),nessa(口袋妖怪)
nia_(blade)_(xenoblade),Nia（叶片）（异种叶片）
nia_(xenoblade),nia (xenoblade)
nia_teppelin,nia teppelin
nian_(arknights),年(arknights)
nibutani_shinka,nibutani shinka
nice_nature_(umamusume),自然美景（博物馆）
nico_robin,妮可罗宾
niijima_makoto,niijima makoto
nijimura_okuyasu,nijimura okuyasu
nikaidou_saki,nikaidou日本米酒
nikka_edvardine_katajainen,Nikka edvardine katajainen
ningguang_(genshin_impact),宁光（根信冲击）
ninomae_ina'nis,ninomae艾娜'nis
ninomiya_asuka,ninomiya阿苏卡
nishi_kinuyo,nishi kinuyo
nishida_satono,nishida satono
nishikino_maki,nishikino maki
nishizumi_maho,nishizumi maho
nishizumi_miho,nishizumi miho
nishizumi_shiho,nishizumi可以
nitocris_(fate),nitocris(命运)
nitocris_(swimsuit_assassin)_(fate),尼托克里斯（泳装刺客）（命运）
nitta_minami,nitta南
niwatari_kutaka,niwatari kutaka
noctis_lucis_caelum,露脐夜蛾
noel_vermillion,诺埃尔朱红色的
noelle_(genshin_impact),诺埃尔（genshin冲击）
noire_(neptune_series),黑色（海王星系列）
non-human_admiral_(kancolle),非人类海军上将（kancolle）
nonna_(girls_und_panzer),奶奶（女孩和坦克）
northern_ocean_princess,北海公主号
northern_white-faced_owl_(kemono_friends),北方白面猫头鹰（kemono friends）
noshiro_(kancolle),noshiro (kancolle)
noumi_kudryavka,能见kudryavka
nowaki_(kancolle),nowaki (kancolle)
nu-13,nu-13
nunnally_lamperouge,nunnally lamperouge
nursery_rhyme_(fate),童谣（命运）
nyarlathotep_(nyaruko-san),nyarlathotep (nyaruko-san)
oboro_(kancolle),胧(kancolle)
octoling,octoling
oda_nobunaga_(fate),织田信长（命运）
oda_nobunaga_(koha/ace),织田信长（koha/ace）
ogasawara_sachiko,小笠原sachiko
